congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,P000609,Palmer,AL,6,R,94,0.925531914893617,0.96001532999999994,44.7
116,house,P000609,Palmer,AL,6,R,80,0.9625,0.970879,44.7
0,house,P000611,Poliquin,ME,2,Republican,95,0.968421052631579,0.85950077,10.3
115,house,P000611,Poliquin,ME,2,R,95,0.968421052631579,0.85950077,10.3
0,house,P000613,Panetta,CA,20,Democrat,177,0.175141242937853,0.11887272,-47.2
115,house,P000613,Panetta,CA,20,D,96,0.28125,0.18425052,-47.2
116,house,P000613,Panetta,CA,20,D,81,0.0493827160493827,0.04138792,-47.2
0,house,P000614,Pappas,NH,1,Democrat,81,0.0617283950617284,0.29767301,1.6
116,house,P000614,Pappas,NH,1,D,81,0.0617283950617284,0.29767301,1.6
0,house,P000615,Pence,IN,6,Republican,80,1,0.96164477,40.3
116,house,P000615,Pence,IN,6,R,80,1,0.96164477,40.3
0,house,P000616,Phillips,MN,3,Democrat,81,0.0493827160493827,0.0961429,-9.4
116,house,P000616,Phillips,MN,3,D,81,0.0493827160493827,0.0961429,-9.4
0,house,P000617,Pressley,MA,7,Democrat,81,0.0740740740740741,0.03554715,-72.2
116,house,P000617,Pressley,MA,7,D,81,0.0740740740740741,0.03554715,-72.2
0,house,P000618,Porter,CA,45,Democrat,80,0.05,0.13643828,-5.4
116,house,P000618,Porter,CA,45,D,80,0.05,0.13643828,-5.4
0,house,Q000023,Quigley,IL,5,Democrat,173,0.15028901734104,0.11788518,-46.6
115,house,Q000023,Quigley,IL,5,D,93,0.236559139784946,0.18308451,-46.6
116,house,Q000023,Quigley,IL,5,D,80,0.05,0.04209097,-46.6
0,house,R000395,Rogers,KY,5,Republican,170,0.970588235294118,0.95519303,62.1
115,house,R000395,Rogers,KY,5,R,89,0.98876404494382,0.94316321,62.1
116,house,R000395,Rogers,KY,5,R,81,0.950617283950617,0.96841099,62.1
0,house,R000409,Rohrabacher,CA,48,Republican,95,0.842105263157895,0.65805207,-1.7
115,house,R000409,Rohrabacher,CA,48,R,95,0.842105263157895,0.65805207,-1.7
0,house,R000435,Ros-Lehtinen,FL,27,Republican,89,0.707865168539326,0.32192644,-19.6
115,house,R000435,Ros-Lehtinen,FL,27,R,89,0.707865168539326,0.32192644,-19.6
0,house,R000486,Roybal-Allard,CA,40,Democrat,174,0.103448275862069,0.09928427,-69.4
115,house,R000486,Roybal-Allard,CA,40,D,94,0.159574468085106,0.15271129,-69.4
116,house,R000486,Roybal-Allard,CA,40,D,80,0.0375,0.03650752,-69.4
0,house,R000487,Royce,CA,39,Republican,95,0.978947368421053,0.5139066,-8.6
115,house,R000487,Royce,CA,39,R,95,0.978947368421053,0.5139066,-8.6
0,house,R000515,Rush,IL,1,Democrat,149,0.100671140939597,0.11678162,-54
115,house,R000515,Rush,IL,1,D,71,0.154929577464789,0.20004953,-54
116,house,R000515,Rush,IL,1,D,78,0.0512820512820513,0.04098648,-54
0,house,R000570,Ryan,WI,1,Republican,22,0.954545454545455,0.73244553,10.3
115,house,R000570,Ryan,WI,1,R,22,0.954545454545455,0.73244553,10.3
0,house,R000575,Rogers,AL,3,Republican,171,0.964912280701754,0.95015547,33
115,house,R000575,Rogers,AL,3,R,96,0.958333333333333,0.94868333,33
116,house,R000575,Rogers,AL,3,R,75,0.973333333333333,0.95203981,33
0,house,R000576,Ruppersberger,MD,2,Democrat,176,0.1875,0.17616779,-24.4
115,house,R000576,Ruppersberger,MD,2,D,95,0.305263157894737,0.28068227,-24.4
116,house,R000576,Ruppersberger,MD,2,D,81,0.0493827160493827,0.05358907,-24.4
0,house,R000577,Ryan,OH,13,Democrat,162,0.160493827160494,0.37719336999999997,-6.5
115,house,R000577,Ryan,OH,13,D,95,0.231578947368421,0.5523968,-6.5
116,house,R000577,Ryan,OH,13,D,67,0.0597014925373134,0.1287706,-6.5
0,house,R000578,Reichert,WA,8,Republican,93,0.924731182795699,0.62860571,-3
115,house,R000578,Reichert,WA,8,R,93,0.924731182795699,0.62860571,-3
0,house,R000580,Roskam,IL,6,Republican,94,0.946808510638298,0.54990447,-7
115,house,R000580,Roskam,IL,6,R,94,0.946808510638298,0.54990447,-7
0,house,R000582,Roe,TN,1,Republican,175,0.96,0.95671927,57
115,house,R000582,Roe,TN,1,R,96,0.958333333333333,0.94844087,57
116,house,R000582,Roe,TN,1,R,79,0.962025316455696,0.9667791,57
0,house,R000583,Rooney,FL,17,Republican,88,0.977272727272727,0.93988745,27.2
115,house,R000583,Rooney,FL,17,R,88,0.977272727272727,0.93988745,27.2
0,house,R000585,Reed,NY,23,Republican,170,0.894117647058824,0.85022068,14.8
115,house,R000585,Reed,NY,23,R,91,0.967032967032967,0.89487071,14.8
116,house,R000585,Reed,NY,23,R,79,0.810126582278481,0.79878836,14.8
0,house,R000586,Renacci,OH,16,Republican,89,0.943820224719101,0.92095859,16.6
115,house,R000586,Renacci,OH,16,R,89,0.943820224719101,0.92095859,16.6
0,house,R000588,Richmond,LA,2,Democrat,164,0.103658536585366,0.10354459,-52.4
115,house,R000588,Richmond,LA,2,D,87,0.149425287356322,0.15819325,-52.4
116,house,R000588,Richmond,LA,2,D,77,0.051948051948052,0.0417987,-52.4
0,house,R000591,Roby,AL,2,Republican,167,0.952095808383233,0.95131345,31.9
115,house,R000591,Roby,AL,2,R,95,0.957894736842105,0.94744166,31.9
116,house,R000591,Roby,AL,2,R,72,0.944444444444444,0.95642206,31.9
0,house,R000592,Rokita,IN,4,Republican,93,0.903225806451613,0.94844154,34.1
115,house,R000592,Rokita,IN,4,R,93,0.903225806451613,0.94844154,34.1
0,house,R000593,Ross,FL,15,Republican,92,0.978260869565217,0.85471593,10
115,house,R000593,Ross,FL,15,R,92,0.978260869565217,0.85471593,10
0,house,R000597,Rice,SC,7,Republican,174,0.948275862068966,0.90083772,18.9
115,house,R000597,Rice,SC,7,R,95,0.947368421052632,0.92048862,18.9
116,house,R000597,Rice,SC,7,R,79,0.949367088607595,0.87720689,18.9
0,house,R000598,Rothfus,PA,12,Republican,96,0.885416666666667,0.92815327,20.8
115,house,R000598,Rothfus,PA,12,R,96,0.885416666666667,0.92815327,20.8
0,house,R000599,Ruiz,CA,36,Democrat,176,0.221590909090909,0.318335,-8.8
115,house,R000599,Ruiz,CA,36,D,95,0.368421052631579,0.50407301,-8.8
116,house,R000599,Ruiz,CA,36,D,81,0.0493827160493827,0.10049413,-8.8
0,house,R000601,Ratcliffe,TX,4,Republican,161,0.925465838509317,0.96211083,53.6
115,house,R000601,Ratcliffe,TX,4,R,95,0.905263157894737,0.9529847,53.6
116,house,R000601,Ratcliffe,TX,4,R,66,0.954545454545455,0.97524693,53.6
0,house,R000602,Rice,NY,4,Democrat,172,0.180232558139535,0.30462872,-9.6
115,house,R000602,Rice,NY,4,D,93,0.301075268817204,0.48117209,-9.6
116,house,R000602,Rice,NY,4,D,79,0.0379746835443038,0.09679918,-9.6
0,house,R000603,Rouzer,NC,7,Republican,175,0.92,0.88797917,17.7
115,house,R000603,Rouzer,NC,7,R,94,0.914893617021277,0.91409397,17.7
116,house,R000603,Rouzer,NC,7,R,81,0.925925925925926,0.85767312,17.7
0,house,R000604,Russell,OK,5,Republican,95,0.936842105263158,0.88664489,13.4
115,house,R000604,Russell,OK,5,R,95,0.936842105263158,0.88664489,13.4
0,house,R000606,Raskin,MD,8,Democrat,176,0.0909090909090909,0.14175278,-34.4
115,house,R000606,Raskin,MD,8,D,95,0.136842105263158,0.2231116,-34.4
116,house,R000606,Raskin,MD,8,D,81,0.037037037037037,0.04633194,-34.4
0,house,R000607,Rooney,FL,19,Republican,144,0.888888888888889,0.93115129,22.1
115,house,R000607,Rooney,FL,19,R,93,0.956989247311828,0.93148539,22.1
116,house,R000607,Rooney,FL,19,R,51,0.764705882352941,0.93054206,22.1
115,house,R000608,Rosen,NV,3,D,93,0.43010752688172,0.71305746,1
0,house,R000609,Rutherford,FL,4,Republican,169,0.976331360946746,0.94354338,28
115,house,R000609,Rutherford,FL,4,R,90,0.988888888888889,0.94597762,28
116,house,R000609,Rutherford,FL,4,R,79,0.962025316455696,0.9407702,28
0,house,R000610,Reschenthaler,PA,14,Republican,79,0.949367088607595,0.94389116,29
116,house,R000610,Reschenthaler,PA,14,R,79,0.949367088607595,0.94389116,29
0,house,R000611,Riggleman,VA,5,Republican,81,0.938271604938272,0.68437777,11.1
116,house,R000611,Riggleman,VA,5,R,81,0.938271604938272,0.68437777,11.1
0,house,R000612,Rose,TN,6,Republican,77,0.974025974025974,0.96346237,48.9
116,house,R000612,Rose,TN,6,R,77,0.974025974025974,0.96346237,48.9
0,house,R000613,Rose,NY,11,Democrat,80,0.075,0.63420164,9.8
116,house,R000613,Rose,NY,11,D,80,0.075,0.63420164,9.8
0,house,R000614,Roy,TX,21,Republican,76,0.934210526315789,0.65536713,10
116,house,R000614,Roy,TX,21,R,76,0.934210526315789,0.65536713,10
0,house,R000616,Rouda,CA,48,Democrat,80,0.05,0.20337821,-1.7
116,house,R000616,Rouda,CA,48,D,80,0.05,0.20337821,-1.7
0,house,S000051,Sanford,SC,1,Republican,96,0.708333333333333,0.88456487,13.1
115,house,S000051,Sanford,SC,1,R,96,0.708333333333333,0.88456487,13.1
0,house,S000185,Scott,VA,3,Democrat,176,0.130681818181818,0.14882064,-31.7
115,house,S000185,Scott,VA,3,D,95,0.2,0.2349397,-31.7
116,house,S000185,Scott,VA,3,D,81,0.0493827160493827,0.04781679,-31.7
0,house,S000244,Sensenbrenner,WI,5,Republican,166,0.879518072289157,0.9120063,20.1
115,house,S000244,Sensenbrenner,WI,5,R,96,0.875,0.925617,20.1
116,house,S000244,Sensenbrenner,WI,5,R,70,0.885714285714286,0.8933402,20.1
0,house,S000248,Serrano,NY,15,Democrat,166,0.102409638554217,0.08948759,-88.9
115,house,S000248,Serrano,NY,15,D,96,0.135416666666667,0.13178553,-88.9
116,house,S000248,Serrano,NY,15,D,70,0.0571428571428571,0.03147899,-88.9
0,house,S000250,Sessions,TX,32,Republican,94,0.978723404255319,0.65303497,-1.9
115,house,S000250,Sessions,TX,32,R,94,0.978723404255319,0.65303497,-1.9
0,house,S000344,Sherman,CA,30,Democrat,174,0.126436781609195,0.12606673,-43.4
115,house,S000344,Sherman,CA,30,D,94,0.202127659574468,0.19663296,-43.4
116,house,S000344,Sherman,CA,30,D,80,0.0375,0.0431514,-43.4
0,house,S000364,Shimkus,IL,15,Republican,168,0.970238095238095,0.95453589,46.2
115,house,S000364,Shimkus,IL,15,R,94,0.98936170212766,0.94952091,46.2
116,house,S000364,Shimkus,IL,15,R,74,0.945945945945946,0.96090628,46.2
0,house,S000480,Slaughter,NY,25,Democrat,60,0.166666666666667,0.31549983,-16.4
115,house,S000480,Slaughter,NY,25,D,60,0.166666666666667,0.31549983,-16.4
0,house,S000510,Smith,WA,9,Democrat,170,0.1,0.11919672,-47.2
115,house,S000510,Smith,WA,9,D,90,0.144444444444444,0.18790024,-47.2
116,house,S000510,Smith,WA,9,D,80,0.05,0.04190527,-47.2
0,house,S000522,Smith,NJ,4,Republican,176,0.676136363636364,0.85153706,14.8
115,house,S000522,Smith,NJ,4,R,95,0.8,0.89691562,14.8
116,house,S000522,Smith,NJ,4,R,81,0.530864197530864,0.7983153,14.8
0,house,S000583,Smith,TX,21,Republican,94,0.968085106382979,0.85564771,10
115,house,S000583,Smith,TX,21,R,94,0.968085106382979,0.85564771,10
0,house,S001145,Schakowsky,IL,9,Democrat,177,0.0790960451977401,0.12166774,-45.2
115,house,S001145,Schakowsky,IL,9,D,96,0.114583333333333,0.18887192,-45.2
116,house,S001145,Schakowsky,IL,9,D,81,0.037037037037037,0.04201833,-45.2
0,house,S001148,Simpson,ID,2,Republican,169,0.958579881656805,0.93212178,24.7
115,house,S001148,Simpson,ID,2,R,91,0.989010989010989,0.93692801,24.7
116,house,S001148,Simpson,ID,2,R,78,0.923076923076923,0.92651452,24.7
0,house,S001150,Schiff,CA,28,Democrat,177,0.146892655367232,0.11555305,-49.8
115,house,S001150,Schiff,CA,28,D,96,0.229166666666667,0.17877994,-49.8
116,house,S001150,Schiff,CA,28,D,81,0.0493827160493827,0.04061748,-49.8
0,house,S001154,Shuster,PA,9,Republican,94,0.98936170212766,0.94975351,42.5
115,house,S001154,Shuster,PA,9,R,94,0.98936170212766,0.94975351,42.5
0,house,S001156,Sánchez,CA,38,Democrat,170,0.111764705882353,0.1294206,-39.6
115,house,S001156,Sánchez,CA,38,D,93,0.161290322580645,0.19824125,-39.6
116,house,S001156,Sánchez,CA,38,D,77,0.051948051948052,0.04629956,-39.6
0,house,S001157,Scott,GA,13,Democrat,168,0.166666666666667,0.1207127,-44.4
115,house,S001157,Scott,GA,13,D,89,0.280898876404494,0.18938171,-44.4
116,house,S001157,Scott,GA,13,D,79,0.0379746835443038,0.0433514,-44.4
0,house,S001165,Sires,NJ,8,Democrat,170,0.152941176470588,0.11505055,-54.2
115,house,S001165,Sires,NJ,8,D,92,0.239130434782609,0.17790997,-54.2
116,house,S001165,Sires,NJ,8,D,78,0.0512820512820513,0.04090866,-54.2
0,house,S001168,Sarbanes,MD,3,Democrat,176,0.125,0.15238621,-30.5
115,house,S001168,Sarbanes,MD,3,D,95,0.189473684210526,0.24090939,-30.5
116,house,S001168,Sarbanes,MD,3,D,81,0.0493827160493827,0.04856273,-30.5
0,house,S001170,Shea-Porter,NH,1,Democrat,90,0.233333333333333,0.71711245,1.6
115,house,S001170,Shea-Porter,NH,1,D,90,0.233333333333333,0.71711245,1.6
0,house,S001172,Smith,NE,3,Republican,174,0.942528735632184,0.95648309,54.9
115,house,S001172,Smith,NE,3,R,95,0.947368421052632,0.94840459,54.9
116,house,S001172,Smith,NE,3,R,79,0.936708860759494,0.96619775,54.9
0,house,S001175,Speier,CA,14,Democrat,161,0.124223602484472,0.10852491,-58.7
115,house,S001175,Speier,CA,14,D,86,0.209302325581395,0.17871072,-58.7
116,house,S001175,Speier,CA,14,D,75,0.0266666666666667,0.02804518,-58.7
0,house,S001176,Scalise,LA,1,Republican,156,0.987179487179487,0.96205037,42
115,house,S001176,Scalise,LA,1,R,75,1,0.96216352,42
116,house,S001176,Scalise,LA,1,R,81,0.975308641975309,0.96194559,42
0,house,S001180,Schrader,OR,5,Democrat,176,0.215909090909091,0.39789088,-4.2
115,house,S001180,Schrader,OR,5,D,95,0.326315789473684,0.60663956,-4.2
116,house,S001180,Schrader,OR,5,D,81,0.0864197530864197,0.15306217,-4.2
0,house,S001183,Schweikert,AZ,6,Republican,177,0.909604519774011,0.75736322,10
115,house,S001183,Schweikert,AZ,6,R,96,0.895833333333333,0.85428917,10
116,house,S001183,Schweikert,AZ,6,R,81,0.925925925925926,0.64248802,10
0,house,S001185,Sewell,AL,7,Democrat,172,0.180232558139535,0.12724992,-41.2
115,house,S001185,Sewell,AL,7,D,93,0.290322580645161,0.19754154,-41.2
116,house,S001185,Sewell,AL,7,D,79,0.0506329113924051,0.04450156,-41.2
0,house,S001187,Stivers,OH,15,Republican,166,0.951807228915663,0.85910884,15.4
115,house,S001187,Stivers,OH,15,R,91,0.989010989010989,0.9003995,15.4
116,house,S001187,Stivers,OH,15,R,75,0.906666666666667,0.80900951,15.4
0,house,S001189,Scott,GA,8,Republican,173,0.959537572254335,0.9432372,28.9
115,house,S001189,Scott,GA,8,R,96,0.989583333333333,0.94529712,28.9
116,house,S001189,Scott,GA,8,R,77,0.922077922077922,0.940669,28.9
0,house,S001190,Schneider,IL,10,Democrat,175,0.234285714285714,0.15664082,-29.4
115,house,S001190,Schneider,IL,10,D,94,0.393617021276596,0.24913421,-29.4
116,house,S001190,Schneider,IL,10,D,81,0.0493827160493827,0.04930282,-29.4
115,house,S001191,Sinema,AZ,9,D,91,0.626373626373626,0.36384563,-16.3
0,house,S001192,Stewart,UT,2,Republican,173,0.953757225433526,0.83729173,14
115,house,S001192,Stewart,UT,2,R,92,0.945652173913043,0.88999112,14
116,house,S001192,Stewart,UT,2,R,81,0.962962962962963,0.77743563,14
0,house,S001193,Swalwell,CA,15,Democrat,165,0.151515151515152,0.1230453,-45.7
115,house,S001193,Swalwell,CA,15,D,93,0.236559139784946,0.18189683,-45.7
116,house,S001193,Swalwell,CA,15,D,72,0.0416666666666667,0.04702875,-45.7
0,house,S001195,Smith,MO,8,Republican,174,0.942528735632184,0.95658682,54.4
115,house,S001195,Smith,MO,8,R,93,0.913978494623656,0.94759591,54.4
116,house,S001195,Smith,MO,8,R,81,0.975308641975309,0.96690971,54.4
0,house,S001196,Stefanik,NY,21,Republican,177,0.785310734463277,0.8377722,13.9
115,house,S001196,Stefanik,NY,21,R,96,0.895833333333333,0.89100666,13.9
116,house,S001196,Stefanik,NY,21,R,81,0.654320987654321,0.77467952,13.9
0,house,S001199,Smucker,PA,11,Republican,172,0.953488372093023,0.86440893,25.8
115,house,S001199,Smucker,PA,16,R,96,0.958333333333333,0.81333017,6.8
116,house,S001199,Smucker,PA,11,R,76,0.947368421052632,0.92892948,25.8
0,house,S001200,Soto,FL,9,Democrat,176,0.147727272727273,0.27005948,-12.9
115,house,S001200,Soto,FL,9,D,96,0.229166666666667,0.4296077,-12.9
116,house,S001200,Soto,FL,9,D,80,0.05,0.07860162,-12.9
0,house,S001201,Suozzi,NY,3,Democrat,174,0.206896551724138,0.35793144,-6.1
115,house,S001201,Suozzi,NY,3,D,93,0.344086021505376,0.55953314,-6.1
116,house,S001201,Suozzi,NY,3,D,81,0.0493827160493827,0.12646282,-6.1
0,house,S001205,Scanlon,PA,5,Democrat,84,0.0595238095238095,0.07588846,-28.2
115,house,S001205,Scanlon,PA,7,D,3,0.666666666666667,0.76999532,-2.3
116,house,S001205,Scanlon,PA,5,D,81,0.037037037037037,0.0501808,-28.2
0,house,S001206,Shalala,FL,27,Democrat,81,0.0493827160493827,0.06001399,-19.6
116,house,S001206,Shalala,FL,27,D,81,0.0493827160493827,0.06001399,-19.6
0,house,S001207,Sherrill,NJ,11,Democrat,80,0.05,0.27495382,0.9
116,house,S001207,Sherrill,NJ,11,D,80,0.05,0.27495382,0.9
0,house,S001208,Slotkin,MI,8,Democrat,81,0.0493827160493827,0.50318152,6.7
116,house,S001208,Slotkin,MI,8,D,81,0.0493827160493827,0.50318152,6.7
0,house,S001209,Spanberger,VA,7,Democrat,81,0.0740740740740741,0.49445984,6.5
116,house,S001209,Spanberger,VA,7,D,81,0.0740740740740741,0.49445984,6.5
0,house,S001210,Spano,FL,15,Republican,79,0.924050632911392,0.64093635,10
116,house,S001210,Spano,FL,15,R,79,0.924050632911392,0.64093635,10
0,house,S001211,Stanton,AZ,9,Democrat,81,0.0617283950617284,0.06683557,-16.3
116,house,S001211,Stanton,AZ,9,D,81,0.0617283950617284,0.06683557,-16.3
0,house,S001212,Stauber,MN,8,Republican,81,0.91358024691358,0.81715978,15.6
116,house,S001212,Stauber,MN,8,R,81,0.91358024691358,0.81715978,15.6
0,house,S001213,Steil,WI,1,Republican,80,0.9375,0.65260695,10.3
116,house,S001213,Steil,WI,1,R,80,0.9375,0.65260695,10.3
0,house,S001214,Steube,FL,17,Republican,80,0.9625,0.93731474,27.2
116,house,S001214,Steube,FL,17,R,80,0.9625,0.93731474,27.2
0,house,S001215,Stevens,MI,11,Democrat,81,0.0493827160493827,0.40456115,4.4
116,house,S001215,Stevens,MI,11,D,81,0.0493827160493827,0.40456115,4.4
0,house,S001216,Schrier,WA,8,Democrat,80,0.05,0.17542049,-3
116,house,S001216,Schrier,WA,8,D,80,0.05,0.17542049,-3
0,house,T000165,Tiffany,WI,7,Republican,8,0.875,0.90240371,20.5
116,house,T000165,Tiffany,WI,7,R,8,0.875,0.90240371,20.5
0,house,T000193,Thompson,MS,2,Democrat,168,0.119047619047619,0.16218477,-28.5
115,house,T000193,Thompson,MS,2,D,91,0.175824175824176,0.25495464,-28.5
116,house,T000193,Thompson,MS,2,D,77,0.051948051948052,0.05254766,-28.5
0,house,T000238,Thornberry,TX,13,Republican,175,0.965714285714286,0.95631712,63
115,house,T000238,Thornberry,TX,13,R,96,0.979166666666667,0.94690775,63
116,house,T000238,Thornberry,TX,13,R,79,0.949367088607595,0.96775129,63
0,house,T000460,Thompson,CA,5,Democrat,173,0.138728323699422,0.11879711,-44.9
115,house,T000460,Thompson,CA,5,D,93,0.225806451612903,0.18430643,-44.9
116,house,T000460,Thompson,CA,5,D,80,0.0375,0.04264253,-44.9
0,house,T000462,Tiberi,OH,12,Republican,58,0.982758620689655,0.86721055,11.3
115,house,T000462,Tiberi,OH,12,R,58,0.982758620689655,0.86721055,11.3
0,house,T000463,Turner,OH,10,Republican,176,0.948863636363636,0.68861584,7.3
115,house,T000463,Turner,OH,10,R,96,0.958333333333333,0.82040669,7.3
116,house,T000463,Turner,OH,10,R,80,0.9375,0.53046682,7.3
0,house,T000465,Tsongas,MA,3,Democrat,88,0.193181818181818,0.27662097,-22.8
115,house,T000465,Tsongas,MA,3,D,88,0.193181818181818,0.27662097,-22.8
0,house,T000467,Thompson,PA,15,Republican,175,0.977142857142857,0.9526806,43.3
115,house,T000467,Thompson,PA,5,R,96,0.989583333333333,0.94518355,28.8
116,house,T000467,Thompson,PA,15,R,79,0.962025316455696,0.96179093,43.3
0,house,T000468,Titus,NV,1,Democrat,172,0.0988372093023256,0.1503151,-29
115,house,T000468,Titus,NV,1,D,92,0.152173913043478,0.23736595,-29
116,house,T000468,Titus,NV,1,D,80,0.0375,0.05020663,-29
0,house,T000469,Tonko,NY,20,Democrat,174,0.137931034482759,0.26131079,-13.5
115,house,T000469,Tonko,NY,20,D,93,0.225806451612903,0.4232879,-13.5
116,house,T000469,Tonko,NY,20,D,81,0.037037037037037,0.07533707,-13.5
0,house,T000470,Tipton,CO,3,Republican,175,0.948571428571429,0.80138393,12
115,house,T000470,Tipton,CO,3,R,94,0.957446808510638,0.87486637,12
116,house,T000470,Tipton,CO,3,R,81,0.938271604938272,0.716108,12
0,house,T000472,Takano,CA,41,Democrat,174,0.120689655172414,0.16302153,-27.9
115,house,T000472,Takano,CA,41,D,94,0.180851063829787,0.25832221,-27.9
116,house,T000472,Takano,CA,41,D,80,0.05,0.05104323,-27.9
0,house,T000474,Torres,CA,35,Democrat,174,0.160919540229885,0.13030125,-40.8
115,house,T000474,Torres,CA,35,D,94,0.265957446808511,0.20366703,-40.8
116,house,T000474,Torres,CA,35,D,80,0.0375,0.04409646,-40.8
0,house,T000475,Trott,MI,11,Republican,90,0.988888888888889,0.77224179,4.4
115,house,T000475,Trott,MI,11,R,90,0.988888888888889,0.77224179,4.4
0,house,T000477,Taylor,VA,2,Republican,93,0.978494623655914,0.75902563,3.4
115,house,T000477,Taylor,VA,2,R,93,0.978494623655914,0.75902563,3.4
0,house,T000478,Tenney,NY,22,Republican,96,0.96875,0.90237522,15.5
115,house,T000478,Tenney,NY,22,R,96,0.96875,0.90237522,15.5
0,house,T000479,Taylor,TX,3,Republican,81,0.950617283950617,0.78284991,14.2
116,house,T000479,Taylor,TX,3,R,81,0.950617283950617,0.78284991,14.2
0,house,T000480,Timmons,SC,4,Republican,72,0.944444444444444,0.93871892,25.7
116,house,T000480,Timmons,SC,4,R,72,0.944444444444444,0.93871892,25.7
0,house,T000481,Tlaib,MI,13,Democrat,81,0.0864197530864197,0.03784774,-60.7
116,house,T000481,Tlaib,MI,13,D,81,0.0864197530864197,0.03784774,-60.7
0,house,T000482,Trahan,MA,3,Democrat,81,0.037037037037037,0.05540206,-22.8
116,house,T000482,Trahan,MA,3,D,81,0.037037037037037,0.05540206,-22.8
0,house,T000483,Trone,MD,6,Democrat,81,0.0493827160493827,0.07009089,-15.1
116,house,T000483,Trone,MD,6,D,81,0.0493827160493827,0.07009089,-15.1
0,house,T000484,Torres Small,NM,2,Democrat,81,0.0864197530864197,0.6503366,10.2
116,house,T000484,Torres Small,NM,2,D,81,0.0864197530864197,0.6503366,10.2
0,house,U000031,Upton,MI,6,Republican,176,0.8125,0.71574938,8.4
115,house,U000031,Upton,MI,6,R,95,0.947368421052632,0.83431314,8.4
116,house,U000031,Upton,MI,6,R,81,0.654320987654321,0.57669311,8.4
0,house,U000040,Underwood,IL,14,Democrat,81,0.0493827160493827,0.38407266,3.9
116,house,U000040,Underwood,IL,14,D,81,0.0493827160493827,0.38407266,3.9
0,house,V000081,Velázquez,NY,7,Democrat,172,0.0697674418604651,0.09454445,-76.5
115,house,V000081,Velázquez,NY,7,D,94,0.106382978723404,0.14510308,-76.5
116,house,V000081,Velázquez,NY,7,D,78,0.0256410256410256,0.03361482,-76.5
0,house,V000108,Visclosky,IN,1,Democrat,176,0.142045454545455,0.27306889,-12.6
115,house,V000108,Visclosky,IN,1,D,96,0.229166666666667,0.43492612,-12.6
116,house,V000108,Visclosky,IN,1,D,80,0.0375,0.07884021,-12.6
0,house,V000129,Valadao,CA,21,Republican,94,0.978723404255319,0.38805628,-15.5
115,house,V000129,Valadao,CA,21,R,94,0.978723404255319,0.38805628,-15.5
0,house,V000130,Vargas,CA,51,Democrat,174,0.109195402298851,0.11814447,-49
115,house,V000130,Vargas,CA,51,D,94,0.159574468085106,0.18349318,-49
116,house,V000130,Vargas,CA,51,D,80,0.05,0.04135974,-49
0,house,V000131,Veasey,TX,33,Democrat,172,0.145348837209302,0.1077447,-49.2
115,house,V000131,Veasey,TX,33,D,93,0.225806451612903,0.16374231,-49.2
116,house,V000131,Veasey,TX,33,D,79,0.0506329113924051,0.04182346,-49.2
0,house,V000132,Vela,TX,34,Democrat,172,0.156976744186047,0.17951398,-21.5
115,house,V000132,Vela,TX,34,D,91,0.241758241758242,0.28848024,-21.5
116,house,V000132,Vela,TX,34,D,81,0.0617283950617284,0.0570951,-21.5
0,house,V000133,Van Drew,NJ,2,Republican,80,0.225,0.41473751,4.6
116,house,V000133,Van Drew,NJ,2,R,80,0.225,0.4666771,4.6
0,house,W000187,Waters,CA,43,Democrat,175,0.0857142857142857,0.10470398,-61.7
115,house,W000187,Waters,CA,43,D,95,0.115789473684211,0.16079574,-61.7
116,house,W000187,Waters,CA,43,D,80,0.05,0.03809501,-61.7
0,house,W000791,Walden,OR,2,Republican,177,0.903954802259887,0.90959071,20.1
115,house,W000791,Walden,OR,2,R,96,0.989583333333333,0.925617,20.1
116,house,W000791,Walden,OR,2,R,81,0.802469135802469,0.89059659,20.1
0,house,W000795,Wilson,SC,2,Republican,174,0.96551724137931,0.8893617,17.7
115,house,W000795,Wilson,SC,2,R,96,0.979166666666667,0.91505687,17.7
116,house,W000795,Wilson,SC,2,R,78,0.948717948717949,0.85773688,17.7
0,house,W000797,Wasserman Schultz,FL,23,Democrat,174,0.120689655172414,0.16322165,-26.1
115,house,W000797,Wasserman Schultz,FL,23,D,93,0.182795698924731,0.26015349,-26.1
116,house,W000797,Wasserman Schultz,FL,23,D,81,0.0493827160493827,0.05192954,-26.1
0,house,W000798,Walberg,MI,7,Republican,176,0.977272727272727,0.88116327,17
115,house,W000798,Walberg,MI,7,R,96,0.989583333333333,0.91136246,17
116,house,W000798,Walberg,MI,7,R,80,0.9625,0.84492424,17
0,house,W000799,Walz,MN,1,Democrat,73,0.205479452054795,0.8924946,14.9
115,house,W000799,Walz,MN,1,D,73,0.205479452054795,0.8924946,14.9
0,house,W000800,Welch,VT,0,Democrat,175,0.125714285714286,0.16806291,-26.40835124
115,house,W000800,Welch,VT,0,D,95,0.189473684210526,0.2655481,-26.40835124
116,house,W000800,Welch,VT,0,D,80,0.05,0.05229924,-26.40835124
0,house,W000804,Wittman,VA,1,Republican,175,0.925714285714286,0.80923774,12.4
115,house,W000804,Wittman,VA,1,R,94,0.904255319148936,0.8780261,12.4
116,house,W000804,Wittman,VA,1,R,81,0.950617283950617,0.72940927,12.4
